mysql> select i.f,i.c,e.f,e.c from incomefamily i,expensefamily e where i.f=e.f;
+------+------+------+------+
| f    | c    | f    | c    |
| 2131 |    9 |
| 2133 |   27 |
| 2134 |    9 |
| 2135 |    6 |
| 2136 |   15 |
| 2137 |    6 |
| 2138 |    3 |
| 2139 |    6 |
| 2140 |    3 |
| 2141 |   15 |
| 2142 |    3 |
| 2143 |    3 |
| 2144 |    6 |
| 2145 |    6 |
| 2146 |    9 |
| 2147 |    6 |
| 2148 |    6 |
| 2150 |    3 |
| 2151 |    6 |
| 2153 |    6 |
| 2154 |   21 |
| 2155 |   12 |
| 2158 |    6 |
| 2163 |    3 |
| 2164 |    9 |
| 2167 |    9 |
| 2168 |    6 |
| 2169 |    9 |
| 2170 |    9 |
| 2172 |   12 |
| 2173 |    6 |
| 2177 |    6 |
| 2178 |   15 |
| 2179 |    9 |
| 2180 |    6 |
| 2181 |    6 |
| 2182 |    9 |
| 2183 |    3 |
| 2184 |    3 |
| 2185 |    9 |
| 2186 |    9 |
| 2187 |    6 |
| 2188 |    6 |
| 2189 |    3 |
| 2190 |    6 |
| 2191 |    6 |
| 2192 |    6 |
| 2193 |    3 |
| 2194 |    6 |
| 2195 |   15 |
| 2196 |   12 |
| 2197 |   12 |
| 2198 |    9 |
| 2200 |   12 |
| 2202 |    3 |
| 2203 |    6 |
| 2204 |    6 |
| 2205 |    6 |
| 2206 |    3 |
| 2208 |    3 |
| 2209 |    3 |
| 2210 |    9 |
| 2211 |    3 |
| 2212 |    3 |
| 2213 |    6 |
| 2215 |    6 |
| 2216 |    6 |
| 2217 |    9 |
| 2218 |    6 |
| 2220 |    9 |
| 2221 |    6 |
| 2223 |    6 |
| 2224 |   12 |
| 2225 |    6 |
| 2227 |    6 |
| 2228 |    3 |
| 2229 |    9 |
| 2230 |    9 |
| 2233 |    9 |
| 2234 |    6 |
| 2235 |   15 |
| 2236 |    9 |
| 2238 |   12 |
| 2241 |    6 |
| 2242 |    9 |
| 2243 |   18 |
| 2244 |   18 |
| 2245 |   39 |
| 2246 |    9 |
| 2247 |   15 |
| 2248 |    9 |
| 2249 |    9 |
| 2250 |   21 |
| 2251 |   12 |
| 2252 |   12 |
| 2254 |   15 |
| 2255 |   15 |
| 2256 |    3 |
| 2257 |    3 |
| 2258 |    3 |
| 2259 |    6 |
| 2260 |    9 |
| 2262 |    6 |
| 2263 |   15 |
| 2264 |   15 |
| 2265 |    9 |
| 2266 |   21 |
| 2268 |    9 |
| 2269 |   12 |
| 2270 |   12 |
| 2271 |   18 |
| 2272 |   15 |
| 2273 |   18 |
| 2274 |    9 |
| 2275 |    3 |
| 2277 |    9 |
| 2278 |    3 |
| 2279 |    6 |
| 2280 |    6 |
| 2281 |    6 |
| 2282 |    3 |
| 2284 |    3 |
| 2286 |    6 |
| 2287 |    6 |
| 2288 |    3 |
| 2290 |    3 |
| 2291 |    3 |
| 2292 |    3 |
| 2293 |    6 |
| 2294 |   12 |
| 2295 |    3 |
| 2297 |    9 |
| 2298 |   21 |
| 2299 |    9 |
| 2300 |    3 |
| 2301 |    3 |
| 2302 |    9 |
| 2303 |    3 |
| 2305 |    3 |
| 2306 |    3 |
| 2307 |    9 |
| 2308 |   15 |
| 2309 |   12 |
| 2311 |    6 |
| 2312 |   15 |
| 2313 |    9 |
| 2314 |   15 |
| 2317 |    9 |
| 2320 |    6 |
| 2321 |   12 |
| 2322 |    3 |
| 2323 |    3 |
| 2324 |   12 |
| 2325 |   12 |
| 2326 |   12 |
| 2328 |    6 |
| 2330 |    9 |
| 2332 |   21 |
| 2333 |   15 |
| 2335 |   12 |
| 2336 |   24 |
| 2337 |    9 |
| 2338 |    6 |
| 2339 |    9 |
| 2340 |   12 |
| 2341 |    9 |
| 2342 |    9 |
| 2343 |   21 |
| 2344 |    3 |
| 2346 |    6 |
| 2347 |    6 |
| 2348 |   15 |
| 2349 |   15 |
| 2350 |   15 |
| 2351 |   15 |
| 2352 |    9 |
| 2354 |   18 |
| 2355 |    6 |
| 2358 |   18 |
| 2359 |    6 |
| 2360 |    6 |
| 2361 |    6 |
| 2363 |    3 |
| 2364 |    9 |
| 2365 |   15 |
| 2366 |   12 |
| 2367 |    9 |
| 2368 |    9 |
| 2369 |   15 |
| 2370 |   15 |
| 2371 |    9 |
| 2372 |    9 |
| 2374 |    3 |
| 2375 |    6 |
| 2376 |    6 |
| 2377 |    3 |
| 2378 |    6 |
| 2380 |    6 |
| 2381 |    6 |
| 2382 |    6 |
| 2383 |    6 |
| 2384 |   15 |
| 2385 |    6 |
| 2386 |    9 |
| 2387 |    3 |
| 2389 |    6 |
| 2390 |    6 |
| 2392 |    6 |
| 2394 |   12 |
| 2396 |    3 |
| 2398 |    3 |
| 2399 |    3 |
| 2400 |    6 |
| 2401 |    9 |
| 2402 |    9 |
| 2403 |    9 |
| 2404 |   18 |
| 2405 |   12 |
| 2406 |    3 |
| 2407 |    3 |
| 2410 |    3 |
| 2411 |   12 |
| 2415 |    3 |
| 2419 |   15 |
| 2420 |    6 |
| 2421 |    3 |
| 2422 |    3 |
| 2423 |   12 |
| 2424 |    9 |
| 2425 |   12 |
| 2426 |    6 |
| 2427 |    3 |
| 2429 |    9 |
| 2431 |    9 |
| 2432 |    3 |
| 2434 |    3 |
| 2438 |   42 |
| 2440 |   12 |
| 2441 |    6 |
| 2442 |   18 |
| 2444 |    6 |
| 2445 |    6 |
| 2447 |    9 |
| 2448 |   15 |
| 2450 |   15 |
| 2451 |   15 |
| 2452 |    9 |
| 2453 |    9 |
| 2455 |    6 |
| 2456 |   15 |
| 2457 |   15 |
| 2459 |   12 |
| 2460 |    9 |
| 2462 |    6 |
| 2463 |   18 |
| 2464 |    6 |
| 2466 |   12 |
| 2467 |    3 |
| 2468 |   12 |
| 2469 |    9 |
| 2470 |    6 |
| 2471 |    9 |
| 2472 |    9 |
| 2473 |    6 |
| 2474 |    9 |
| 2475 |    9 |
| 2476 |    6 |
| 2477 |    9 |
| 2478 |    9 |
| 2479 |    6 |
| 2480 |    9 |
| 2481 |    3 |
| 2482 |   12 |
| 2483 |    3 |
| 2484 |   27 |
| 2485 |    3 |
| 2486 |   12 |
| 2487 |    3 |
| 2488 |    3 |
| 2489 |    9 |
| 2490 |    3 |
| 2491 |    3 |
| 2492 |    6 |
| 2493 |    9 |
| 2494 |    6 |
| 2495 |    9 |
| 2496 |    3 |
| 2497 |    6 |
| 2498 |    6 |
| 2499 |    6 |
| 2503 |    3 |
| 2504 |    9 |
| 2505 |    6 |
| 2506 |    6 |
| 2507 |    3 |
| 2508 |    3 |
| 2509 |    3 |
| 2510 |    6 |
| 2511 |    9 |
| 2513 |    6 |
| 2515 |    6 |
| 2518 |    6 |
| 2519 |   15 |
| 2520 |    3 |
| 2522 |    6 |
| 2523 |    6 |
| 2524 |    6 |
| 2525 |    3 |
| 2526 |    6 |
| 2527 |    6 |
| 2530 |   15 |
| 2531 |   12 |
| 2533 |   12 |
| 2534 |    9 |
| 2535 |   12 |
| 2536 |    9 |
| 2537 |   12 |
| 2538 |   12 |
| 2540 |    9 |
| 2541 |    3 |
| 2542 |    6 |
| 2544 |    3 |
| 2545 |    3 |
| 2546 |   18 |
| 2547 |   12 |
| 2548 |   18 |
| 2549 |    6 |
| 2550 |    9 |
| 2551 |   15 |
| 2552 |   12 |
| 2553 |    3 |
| 2555 |   15 |
| 2556 |    3 |
| 2557 |   12 |
| 2558 |    3 |
| 2559 |    3 |
| 2560 |    6 |
| 2561 |   12 |
| 2562 |    9 |
| 2563 |   21 |
| 2564 |    3 |
| 2566 |    3 |
| 2567 |    6 |
| 2569 |    3 |
| 2570 |    9 |
| 2572 |    9 |
| 2573 |    9 |
| 2575 |    9 |
| 2577 |    3 |
| 2578 |    3 |
| 2579 |    6 |
| 2581 |    6 |
| 2583 |    6 |
| 2584 |    9 |
| 2585 |    9 |
| 2586 |    3 |
| 2587 |    6 |
| 2590 |    3 |
| 2591 |    3 |
| 2592 |    6 |
| 2593 |    6 |
| 2595 |    6 |
| 2596 |    9 |
| 2597 |    3 |
| 2598 |   12 |
| 2600 |    3 |
| 2601 |    6 |
| 2602 |    6 |
| 2603 |    6 |
| 2604 |    6 |
| 2606 |    6 |
| 2608 |    9 |
| 2609 |    6 |
| 2611 |    6 |
| 2612 |    6 |
| 2613 |    9 |
| 2617 |   15 |
| 2618 |    6 |
| 2620 |    6 |
| 2622 |    6 |
| 2623 |    9 |
| 2624 |    9 |
| 2625 |    3 |
| 2627 |    6 |
| 2629 |    6 |
| 2630 |    9 |
| 2634 |    6 |
| 2635 |    3 |
| 2637 |   15 |
| 2639 |    3 |
| 2640 |    3 |
| 2642 |    3 |
| 2643 |    3 |
| 2644 |    3 |
| 2645 |    6 |
| 2646 |    6 |
| 2649 |   12 |
| 2650 |    9 |
| 2651 |   12 |
| 2652 |    6 |
| 2654 |    9 |
| 2655 |   15 |
| 2656 |    9 |
| 2657 |    9 |
| 2658 |    3 |
| 2660 |    3 |
| 2664 |    6 |
| 2665 |    3 |
| 2669 |    6 |
| 2670 |    3 |
| 2672 |    6 |
| 2673 |    9 |
| 2674 |    6 |
| 2676 |    3 |
| 2677 |    3 |
| 2678 |    3 |
| 2679 |    6 |
| 2681 |    6 |
| 2682 |    9 |
| 2683 |    9 |
| 2684 |    9 |
| 2685 |    6 |
| 2686 |    6 |
| 2688 |   12 |
| 2692 |    3 |
| 2693 |    3 |
| 2694 |    6 |
| 2695 |    9 |
| 2696 |    9 |
| 2697 |    6 |
| 2698 |    6 |
| 2699 |    9 |
| 2700 |   12 |
| 2702 |    6 |
| 2703 |    6 |
| 2704 |    6 |
| 2705 |    6 |
| 2706 |    6 |
| 2707 |    9 |
| 2708 |    6 |
| 2713 |    6 |
| 2715 |    6 |
| 2716 |    9 |
| 2717 |    9 |
| 2718 |    3 |
| 2719 |   12 |
| 2721 |    6 |
| 2723 |    9 |
| 2724 |    3 |
| 2725 |    6 |
| 2726 |    6 |
| 2727 |    6 |
| 2728 |    9 |
| 2729 |    6 |
| 2730 |    6 |
| 2731 |   12 |
| 2732 |    6 |
| 2733 |    9 |
| 2734 |    6 |
| 2735 |    9 |
| 2736 |    3 |
| 2737 |    6 |
| 2738 |    6 |
| 2739 |    9 |
| 2740 |    6 |
| 2742 |    6 |
| 2743 |    9 |
| 2747 |    6 |
| 2748 |   12 |
| 2749 |    6 |
| 2750 |    3 |
| 2752 |   12 |
| 2753 |    6 |
| 2755 |    9 |
| 2758 |   12 |
| 2763 |    6 |
| 2769 |    6 |
| 2771 |    3 |
| 2777 |   18 |
| 2778 |    6 |
| 2779 |    3 |
| 2780 |    6 |
| 2781 |    6 |
| 2782 |    3 |
| 2783 |    3 |
| 2784 |    3 |
| 2785 |    9 |
| 2787 |    9 |
| 2792 |    3 |
| 2793 |    6 |
| 2794 |    3 |
| 2795 |    6 |
| 2796 |    6 |
| 2797 |    3 |
| 2798 |    3 |
| 2799 |    3 |
| 2800 |    3 |
| 2801 |    6 |
| 2802 |    3 |
| 2804 |    6 |
| 2805 |    3 |
| 2806 |    6 |
| 2808 |    3 |
| 2810 |   12 |
| 2811 |    3 |
| 2812 |    6 |
| 2813 |    3 |
| 2817 |    6 |
| 2818 |    6 |
| 2819 |    3 |
| 2823 |   12 |
| 2825 |    3 |
| 2827 |    3 |
| 2834 |    6 |
| 2835 |    9 |
| 2836 |    6 |
| 2837 |    6 |
| 2838 |    6 |
| 2839 |    6 |
| 2844 |    3 |
| 2845 |    6 |
| 2846 |    3 |
| 2847 |    6 |
| 2848 |    6 |
| 2849 |    3 |
| 2850 |    3 |
| 2851 |    6 |
| 2852 |    3 |
| 2853 |    9 |
| 2854 |    6 |
| 2855 |    6 |
| 2856 |   12 |
| 2857 |    3 |
| 2858 |    3 |
| 2859 |    9 |
| 2860 |    6 |
| 2862 |    3 |
| 2863 |    6 |
| 2864 |    9 |
| 2865 |   12 |
| 2866 |    9 |
| 2868 |    6 |
| 2869 |    6 |
| 2870 |    6 |
| 2873 |    6 |
| 2875 |    3 |
| 2877 |   12 |
| 2878 |    3 |
| 2881 |    3 |
| 2882 |    3 |
| 2884 |    6 |
| 2885 |    3 |
| 2886 |    3 |
| 2887 |    3 |
| 2888 |    3 |
| 2889 |    3 |
| 2891 |    6 |
| 2893 |    3 |
| 2896 |    9 |
| 2897 |    9 |
| 2898 |   12 |
| 2899 |    3 |
| 2900 |    3 |
| 2901 |    6 |
| 2902 |    6 |
| 2903 |    3 |
| 2904 |    3 |
| 2905 |    3 |
| 2906 |    6 |
| 2908 |    6 |
| 2909 |    3 |
| 2910 |    6 |
| 2911 |    6 |
| 2912 |    6 |
| 2914 |    6 |
| 2916 |    9 |
| 2917 |    9 |
| 2919 |    6 |
| 2920 |    3 |
| 2921 |    9 |
| 2923 |    9 |
| 2924 |    6 |
| 2925 |    9 |
| 2926 |   15 |
| 2927 |    3 |
| 2930 |    3 |
| 2931 |    3 |
| 2932 |    6 |
| 2934 |    3 |
| 2935 |    6 |
| 2936 |    9 |
| 2937 |    3 |
| 2938 |    6 |
| 2939 |    6 |
| 2940 |    6 |
| 2941 |    6 |
| 2944 |    3 |
| 2945 |    3 |
| 2946 |    3 |
| 2947 |    6 |
| 2948 |    3 |
| 2949 |    3 |
| 2950 |    3 |
| 2951 |    6 |
| 2952 |    6 |
| 2953 |    6 |
| 2956 |   12 |
| 2957 |    6 |
| 2958 |    3 |
| 2959 |    9 |
| 2960 |    6 |
| 2961 |    6 |
| 2962 |    9 |
| 2963 |    6 |
| 2964 |    3 |
| 2965 |    3 |
| 2966 |    6 |
| 2967 |    6 |
| 2968 |    6 |
| 2969 |    9 |
| 2971 |    6 |
| 2972 |    6 |
| 2973 |    6 |
| 2974 |    3 |
| 2977 |    6 |
| 2978 |   12 |
| 2979 |    6 |
| 2980 |    6 |
| 2981 |    6 |
| 2982 |    6 |
| 2984 |    9 |
| 2985 |    6 |
| 2986 |    3 |
| 2987 |    6 |
| 2988 |    9 |
| 2989 |    9 |
| 2990 |    6 |
| 2993 |    9 |
| 2994 |    9 |
| 2995 |    6 |
| 2997 |    9 |
| 2998 |    6 |
| 2999 |   12 |
| 3004 |    9 |
| 3005 |    6 |
| 3006 |    9 |
| 3008 |    9 |
| 3009 |    6 |
| 3010 |    6 |
| 3011 |    6 |
| 3012 |    6 |
| 3013 |    6 |
| 3016 |    9 |
| 3017 |    9 |
| 3020 |    6 |
| 3021 |    6 |
| 3022 |    3 |
| 3023 |    6 |
| 3024 |    6 |
| 3025 |    6 |
| 3027 |    6 |
| 3029 |    6 |
| 3030 |    6 |
| 3031 |    6 |
| 3034 |    6 |
| 3035 |    6 |
| 3039 |    3 |
| 3040 |    6 |
| 3041 |    6 |
| 3042 |    6 |
| 3043 |    6 |
| 3045 |    3 |
| 3046 |    6 |
| 3047 |    6 |
| 3048 |    6 |
| 3049 |    6 |
| 3050 |    6 |
| 3051 |    3 |
| 3052 |    3 |
| 3053 |    6 |
| 3054 |    6 |
| 3055 |    3 |
| 3056 |    6 |
| 3057 |    6 |
| 3058 |    6 |
| 3060 |    6 |
| 3062 |   12 |
| 3063 |    6 |
| 3065 |    3 |
| 3066 |    9 |
| 3067 |    6 |
| 3068 |    6 |
| 3069 |    9 |
| 3070 |    6 |
| 3071 |    6 |
| 3073 |    3 |
| 3075 |    3 |
| 3077 |    3 |
| 3078 |    9 |
| 3079 |    3 |
| 3082 |    6 |
| 3083 |    6 |
| 3084 |    6 |
| 3087 |    3 |
| 3088 |    6 |
| 3089 |    6 |
| 3091 |    3 |
| 3092 |    6 |
| 3094 |    6 |
| 3095 |    6 |
| 3096 |    6 |
| 3097 |    6 |
| 3098 |    3 |
| 3099 |    6 |
| 3100 |    6 |
| 3101 |    3 |
| 3102 |    6 |
| 3103 |    6 |
| 3104 |    6 |
| 3105 |    6 |
| 3106 |    3 |
| 3107 |    3 |
| 3108 |    3 |
| 3109 |    9 |
| 3120 |    6 |
| 3121 |    3 |
| 3128 |    3 |
| 3134 |    6 |
| 3135 |    6 |
| 3138 |    6 |
| 3139 |    3 |
| 3141 |    9 |
| 3144 |    6 |
| 3145 |    6 |
| 3147 |    9 |
| 3149 |    9 |
| 3150 |    6 |
| 3151 |    6 |
| 3155 |    3 |
| 3156 |    3 |
| 3157 |    9 |
| 3158 |    3 |
| 3159 |    3 |
| 3164 |    6 |
| 3166 |    6 |
| 3167 |    9 |
| 3168 |    3 |
| 3169 |    9 |
| 3170 |    3 |
| 3172 |    3 |
| 3174 |    6 |
| 3175 |    9 |
| 3176 |    9 |
| 3177 |    6 |
| 3178 |    9 |
| 3179 |    6 |
| 3180 |    3 |
| 3181 |    3 |
| 3182 |    6 |
| 3183 |    3 |
| 3184 |    3 |
| 3185 |    3 |
| 3186 |    6 |
| 3188 |    3 |
| 3189 |    3 |
| 3190 |    3 |
| 3191 |    3 |
| 3194 |    3 |
| 3195 |    9 |
| 3196 |    6 |
| 3197 |    3 |
| 3200 |    6 |
| 3202 |    9 |
| 3204 |    3 |
| 3205 |    3 |
| 3206 |   15 |
| 3207 |    6 |
| 3208 |    3 |
| 3211 |    6 |
| 3212 |    9 |
| 3213 |    3 |
| 3214 |    3 |
| 3215 |    3 |
| 3218 |    3 |
| 3221 |    3 |
| 3222 |    3 |
| 3223 |    9 |
| 3224 |    6 |
| 3227 |    3 |
| 3229 |    6 |
| 3230 |    9 |
| 3232 |    3 |
| 3236 |    6 |
| 3237 |    9 |
| 3238 |    6 |
| 3239 |    3 |
| 3240 |    3 |
| 3241 |    3 |
| 3244 |    6 |
| 3245 |    6 |
| 3250 |   12 |
| 3255 |    6 |
| 3257 |    6 |
| 3258 |    6 |
| 3261 |    6 |
| 3262 |    6 |
| 3263 |    3 |
| 3264 |    6 |
| 3265 |    3 |
| 3266 |    3 |
| 3267 |    9 |
| 3268 |   12 |
| 3269 |    6 |
| 3270 |    9 |
| 3271 |    6 |
| 3273 |    6 |
| 3274 |    9 |
| 3275 |    6 |
| 3276 |    6 |
| 3277 |    6 |
| 3278 |    6 |
| 3285 |    3 |
| 3286 |    9 |
| 3287 |    9 |
| 3288 |    6 |
| 3290 |    6 |
| 3291 |    9 |
| 3292 |    9 |
| 3293 |    3 |
| 3295 |    6 |
| 3296 |    9 |
| 3297 |    3 |
| 3298 |    6 |
| 3299 |    3 |
| 3301 |   12 |
| 3302 |    6 |
| 3303 |    6 |
| 3304 |    9 |
| 3305 |    6 |
| 3306 |    6 |
| 3308 |   15 |
| 3309 |    6 |
| 3311 |    3 |
| 3312 |    3 |
| 3313 |    3 |
| 3314 |    6 |
| 3315 |    6 |
| 3316 |    3 |
| 3319 |    6 |
| 3320 |    6 |
| 3321 |    6 |
| 3324 |   12 |
| 3325 |    6 |
| 3327 |    9 |
| 3328 |    9 |
| 3330 |    9 |
| 3331 |    9 |
| 3332 |    9 |
| 3334 |    6 |
| 3335 |    6 |
| 3336 |    6 |
| 3342 |    6 |
| 3343 |    9 |
| 3345 |    6 |
| 3347 |    9 |
| 3348 |    6 |
| 3349 |    9 |
| 3350 |   12 |
| 3351 |    6 |
| 3352 |    9 |
| 3353 |    9 |
| 3354 |    9 |
| 3355 |    9 |
| 3356 |    3 |
| 3359 |    3 |
| 3360 |    6 |
| 3361 |    3 |
| 3363 |    3 |
| 3366 |    6 |
| 3367 |    6 |
| 3370 |   12 |
| 3372 |    6 |
| 3375 |   12 |
| 3377 |    6 |
| 3378 |    6 |
| 3379 |   12 |
| 3380 |    6 |
| 3383 |    9 |
| 3384 |    9 |
| 3385 |    6 |
| 3388 |    6 |
| 3390 |   15 |
| 3392 |    6 |
| 3393 |    3 |
| 3394 |    3 |
| 3395 |    6 |
| 3396 |    6 |
| 3397 |    9 |
| 3398 |    3 |
| 3399 |    3 |
| 3400 |    6 |
| 3402 |    6 |
| 3403 |    6 |
| 3404 |    9 |
| 3406 |    6 |
| 3407 |    3 |
| 3408 |    6 |
| 3409 |    6 |
| 3410 |   12 |
| 3411 |   12 |
| 3419 |    6 |
| 3420 |    3 |
| 3421 |    3 |
| 3423 |    3 |
| 3424 |    3 |
| 3428 |    3 |
| 3429 |    6 |
| 3430 |    3 |
| 3431 |    3 |
| 3433 |    6 |
| 3436 |    3 |
| 3439 |    6 |
| 3440 |    6 |
| 3442 |    6 |
| 3443 |    6 |
| 3444 |    9 |
| 3445 |    6 |
| 3446 |    9 |
| 3447 |   15 |
| 3448 |    3 |
| 3449 |    3 |
| 3450 |    3 |
| 3451 |    3 |
| 3453 |    3 |
| 3454 |    9 |
| 3457 |    6 |
| 3463 |    3 |
| 3464 |    3 |
| 3465 |    6 |
| 3466 |    3 |
| 3467 |    3 |
| 3468 |    3 |
| 3470 |    6 |
| 3472 |   12 |
| 3474 |    6 |
| 3475 |    3 |
| 3476 |    9 |
| 3477 |    3 |
| 3478 |    3 |
| 3480 |    3 |
| 3481 |    6 |
| 3482 |    6 |
| 3483 |    3 |
| 3484 |    3 |
| 3486 |    3 |
| 3488 |   12 |
| 3490 |   12 |
| 3491 |    6 |
| 3492 |   33 |
| 3493 |    3 |
| 3494 |   12 |
| 3495 |    3 |
| 3496 |    9 |
| 3497 |    9 |
| 3499 |    3 |
| 3500 |    9 |
| 3501 |    6 |
| 3503 |   12 |
| 3504 |   18 |
| 3506 |   12 |
| 3507 |   15 |
| 3508 |    6 |
| 3510 |    6 |
| 3511 |    9 |
| 3512 |   15 |
| 3513 |    3 |
| 3515 |   21 |
| 3516 |    9 |
| 3517 |    6 |
| 3518 |    6 |
| 3519 |    6 |
| 3520 |    9 |
| 3522 |    6 |
| 3523 |    6 |
| 3524 |    9 |
| 3525 |    6 |
| 3527 |    3 |
| 3528 |    6 |
| 3530 |    3 |
| 3531 |    3 |
| 3532 |    3 |
| 3533 |    6 |
| 3534 |    6 |
| 3535 |    3 |
| 3536 |    3 |
| 3537 |    3 |
| 3538 |    3 |
| 3539 |    6 |
| 3540 |    6 |
| 3542 |    3 |
| 3543 |    3 |
| 3544 |   21 |
| 3550 |   24 |
| 3551 |    3 |
| 3552 |    6 |
| 3553 |    6 |
| 3554 |    9 |
| 3555 |   21 |
| 3556 |    3 |
| 3557 |    3 |
| 3558 |    6 |
| 3559 |    6 |
| 3560 |   12 |
| 3562 |    3 |
| 3563 |   18 |
| 3564 |    3 |
| 3565 |    3 |
| 3566 |    6 |
| 3567 |    9 |
| 3568 |   15 |
| 3570 |    6 |
| 3571 |    3 |
| 3574 |    6 |
| 3583 |    6 |
| 3584 |   18 |
| 3585 |    9 |
| 3586 |    6 |
| 3589 |    6 |
| 3590 |    6 |
| 3591 |    6 |
| 3592 |    3 |
| 3595 |   18 |
| 3596 |   12 |
| 3597 |    6 |
| 3598 |    9 |
| 3599 |    6 |
| 3600 |   15 |
| 3601 |    6 |
| 3602 |    6 |
| 3603 |   30 |
| 3604 |   15 |
| 3606 |   42 |
| 3607 |    6 |
| 3608 |    6 |
| 3609 |    6 |
| 3613 |   12 |
| 3615 |   12 |
| 3616 |   15 |
| 3617 |    3 |
| 3618 |    3 |
| 3619 |    6 |
| 3620 |    6 |
| 3621 |    9 |
| 3622 |    9 |
| 3623 |    6 |
| 3624 |    3 |
| 3625 |    6 |
| 3626 |    6 |
| 3627 |   15 |
| 3629 |    3 |
| 3630 |    3 |
| 3631 |    3 |
| 3633 |    6 |
| 3634 |    6 |
| 3635 |    6 |
| 3636 |    6 |
| 3637 |    9 |
| 3638 |    9 |
| 3639 |   24 |
| 3640 |   12 |
| 3641 |   21 |
| 3642 |    6 |
| 3643 |    9 |
| 3645 |    6 |
| 3646 |    6 |
| 3648 |   12 |
| 3649 |    6 |
| 3650 |    9 |
| 3652 |    6 |
| 3653 |    9 |
| 3654 |    3 |
| 3655 |    6 |
| 3656 |    9 |
| 3657 |    6 |
| 3658 |    9 |
| 3659 |    6 |
| 3660 |    6 |
| 3661 |   18 |
| 3662 |    3 |
| 3663 |    6 |
| 3664 |    3 |
| 3665 |    9 |
| 3666 |   12 |
| 3667 |    9 |
| 3668 |    6 |
| 3669 |    3 |
| 3670 |    3 |
| 3671 |    9 |
| 3672 |    6 |
| 3673 |   15 |
| 3675 |    9 |
| 3677 |    9 |
| 3678 |   15 |
| 3679 |    9 |
| 3681 |    9 |
| 3682 |    9 |
| 3683 |   18 |
| 3684 |    9 |
| 3685 |    6 |
| 3687 |    3 |
| 3688 |    9 |
| 3689 |    6 |
| 3690 |   15 |
| 3691 |   15 |
| 3692 |    6 |
| 3693 |    6 |
| 3694 |    6 |
| 3697 |   12 |
| 3698 |    6 |
| 3699 |    6 |
| 3700 |    9 |
| 3702 |    6 |
| 3703 |    9 |
| 3704 |    9 |
| 3705 |    6 |
| 3707 |    3 |
| 3708 |    9 |
| 3709 |    9 |
| 3710 |    6 |
| 3711 |   15 |
| 3716 |    3 |
| 3717 |   15 |
| 3718 |    6 |
| 3719 |    3 |
| 3721 |    6 |
| 3722 |    6 |
| 3723 |   24 |
| 3724 |   15 |
| 3725 |    3 |
| 3726 |    6 |
| 3727 |    3 |
| 3729 |    6 |
| 3730 |    9 |
| 3733 |    9 |
| 3735 |    3 |
| 3736 |    6 |
| 3737 |    3 |
| 3738 |    6 |
| 3739 |    3 |
| 3741 |    6 |
| 3742 |    6 |
| 3743 |    6 |
| 3744 |    3 |
| 3745 |    6 |
| 3746 |    3 |
| 3747 |    9 |
| 3748 |    6 |
| 3749 |    6 |
| 3750 |    6 |
| 3754 |    6 |
| 3755 |    6 |
| 3756 |    3 |
| 3757 |    6 |
| 3758 |    6 |
| 3759 |    6 |
| 3760 |    3 |
| 3761 |    6 |
| 3762 |    6 |
| 3763 |    6 |
| 3764 |    6 |
| 3766 |    6 |
| 3769 |   15 |
| 3770 |    6 |
| 3771 |    6 |
| 3772 |    6 |
| 3773 |    3 |
| 3774 |    6 |
| 3775 |   18 |
| 3776 |    3 |
| 3777 |    6 |
| 3778 |    3 |
| 3780 |    6 |
| 3781 |    6 |
| 3783 |   12 |
| 3784 |    9 |
| 3786 |   12 |
| 3787 |    6 |
| 3788 |    9 |
| 3789 |    9 |
| 3790 |    9 |
| 3791 |    6 |
| 3793 |    9 |
| 3795 |    3 |
| 3796 |    6 |
| 3797 |    9 |
| 3798 |    6 |
| 3802 |    6 |
| 3804 |    6 |
| 3805 |   12 |
| 3806 |    9 |
| 3807 |    6 |
| 3812 |   12 |
| 3814 |    3 |
| 3816 |    6 |
| 3819 |    6 |
| 3820 |    3 |
| 3824 |    3 |
| 3826 |   21 |
| 3829 |    6 |
| 3830 |    6 |
| 3831 |    6 |
| 3832 |    3 |
| 3835 |    3 |
| 3836 |    3 |
| 3838 |    3 |
| 3839 |    3 |
| 3841 |    6 |
| 3842 |    9 |
| 3846 |    6 |
| 3847 |    3 |
| 3849 |   12 |
| 3855 |   12 |
| 3856 |    6 |
| 3857 |    9 |
| 3859 |    3 |
| 3860 |    6 |
| 3861 |   12 |
| 3862 |    9 |
| 3863 |   12 |
| 3867 |    6 |
| 3868 |    6 |
| 3869 |    6 |
| 3870 |    3 |
| 3872 |    6 |
| 3874 |    3 |
| 3875 |    3 |
| 3880 |    9 |
| 3881 |   15 |
| 3883 |    3 |
| 3884 |   27 |
| 3886 |   12 |
| 3888 |   12 |
| 3892 |    9 |
| 3893 |    9 |
| 3895 |   24 |
| 3896 |    9 |
| 3897 |   24 |
| 3898 |    9 |
| 3899 |   27 |
| 3901 |   18 |
| 3902 |   24 |
| 3904 |   18 |
| 3905 |   15 |
| 3906 |   21 |
| 3907 |    9 |
| 3909 |   27 |
| 3910 |    6 |
| 3911 |    6 |
| 3912 |    9 |
| 3913 |   12 |
| 3915 |    9 |
| 3916 |   12 |
| 3917 |    6 |
| 3920 |    3 |
| 3921 |    9 |
| 3922 |    9 |
